shot_id,project_id,sequence_code,shot_name,department,assigned_artist_id,assigned_date,start_date,deadline,delivery_date,first_pass_date,final_approval_date,status,priority,complexity,estimated_hours,actual_hours,internal_revision_count,client_revision_count,revision_count_reported,hold_days,vendor_dependencies,notes
PRJ-1012_SQ010_SH0070,PRJ-1012,SQ010,SQ010_SH0070,Compositing,ART-060,2026-05-03,2026-05-08,2026-05-21,2026-05-31,2026-05-10,2026-05-31,Approved,Medium,High,25.7,34.3,4,1,5,0,None,
PRJ-1001_SQ060_SH0030,PRJ-1001,SQ060,SQ060_SH0030,Animation,ART-041,2024-03-07,2024-03-07,2024-03-15,2024-03-28,2024-03-10,2024-03-31,Final,Critical,Medium,42.0,48.9,4,1,5,1,None,Heavy grain matching required
PRJ-1015_SQ040_SH0100,PRJ-1015,SQ040,SQ040_SH0100,Roto/Paint,ART-028,2026-08-30,2026-09-03,2026-09-11,,,,WIP,Medium,Medium,16.3,11.2,1,2,3,2,3D Asset,Dependent on upstream FX delivery
PRJ-1008_SQ080_SH0090,PRJ-1008,SQ080,SQ080_SH0090,Assets,ART-005,2025-08-17,2025-08-22,2025-09-06,2025-09-02,2025-08-26,2025-09-04,Approved,High,Low-Medium,48.4,55.2,0,1,1,0,None,Additional cleanup discovered during review
PRJ-1003_SQ050_SH0080,PRJ-1003,SQ050,SQ050_SH0080,Compositing,ART-015,2024-05-31,2024-06-01,2024-06-08,2024-06-14,2024-06-03,2024-06-15,Delivered,High,Low-Medium,29.2,29.4,1,0,1,1,Plate Prep,Dependent on upstream FX delivery
PRJ-1002_SQ050_SH0040,PRJ-1002,SQ050,SQ050_SH0040,Lighting,ART-043,2024-05-28,2024-06-02,2024-06-17,2024-06-26,2024-06-08,2024-06-26,Approved,High,Very High,72.1,87.8,2,2,4,0,None,
PRJ-1006_SQ080_SH0070, PRJ-1006,SQ080,SQ080_SH0070,Matchmove,ART-050,2025-05-31,2025-06-04,2025-06-12,2025-06-19,2025-06-05,2025-06-20,Approved,High,Low-Medium,19.2,22.4,2,1,3,3,Plate Prep,
PRJ-1009_SQ040_SH0100,PRJ-1009,SQ040,SQ040_SH0100,FX,ART-053,2025-10-26,2025-10-31,2025-11-13,2025-11-21,2025-11-04,2025-11-24,Final,High,Low-Medium,48.6,39.5,1,0,1,0,External Simulation,
PRJ-1014_SQ050_SH0010,PRJ-1014,SQ050,SQ050_SH0010,Roto/Paint,ART-044,2026-02-13,2026-02-15,2026-02-19,2026-02-20,2026-02-16,2026-02-20,Delivered,High,Medium,14.0,20.3,2,0,2,0,3D Asset,Editorial turnover changed after first pass
PRJ-1011_SQ040_SH0110,PRJ-1011,SQ040,SQ040_SH0110,Animation,ART-026,2026-02-15,2026-02-19,2026-03-03,2026-03-16,2026-02-22,2026-03-19,Approved,Medium,,40.6,60.6,4,2,6,3,3D Asset,Heavy grain matching required
PRJ-1009_SQ080_SH0010,PRJ-1009,SQ080,SQ080_SH0010,Assets,ART-047,2025-03-31,2025-04-01,2025-04-14,2025-04-29,2025-04-04,2025-05-01,Delivered,Medium,Low,44.4,39.8,3,0,3,8,Plate Prep,Dependent on upstream FX delivery
PRJ-1010_SQ010_SH0100,PRJ-1010,SQ010,SQ010_SH0100,Assets,ART-001,2026-02-02,2026-02-05,2026-02-27,2026-03-04,2026-02-14,2026-03-07,Final,High,High,103.6,pending,1,2,3,0,None,Client requested alternate color treatment
PRJ-1002_SQ110_SH0060,PRJ-1002,SQ110,SQ110_SH0060,Roto/Paint,ART-021,2024-08-23,2024-08-28,2024-09-09,2024-09-13,2024-08-29,2024-09-15,Final,Medium,High,17.1,29.4,4,2,6,0,3D Asset,Dependent on upstream FX delivery
PRJ-1005_SQ040_SH0030,PRJ-1005,SQ040,SQ040_SH0030,Matte Painting,ART-055,2024-09-15,2024-09-16,2024-09-28,2024-10-14,2024-09-18,2024-10-17,Approved,High,Low-Medium,29.7,29.4,1,0,1,8,3D Asset,Editorial turnover changed after first pass
PRJ-1001_SQ020_SH0090,PRJ-1001,SQ020,SQ020_SH0090,Roto/Paint,ART-028,2024-06-26,2024-07-01,2024-07-05,2024-07-11,2024-07-02,2024-07-11,Delivered,Medium,High,17.2,22.8,4,2,6,0,Plate Prep,Heavy grain matching required
PRJ-1002_SQ020_SH0070,PRJ-1002,SQ020,SQ020_SH0070,Animation,ART-026,2024-08-31,2024-08-31,2024-09-13,2024-09-21,2024-09-04,2024-09-21,Approved,Critical,Low-Medium,50.6,52.3,1,0,1,0,None,
PRJ-1003_SQ020_SH0090,PRJ-1003,SQ020,SQ020_SH0090,Compositing,ART-040,2024-05-26,2024-05-30,2024-06-11,2024-06-23,2024-06-02,2024-06-25,Delivered,High,Medium,44.0,68.4,2,1,3,0,None,Editorial turnover changed after first pass
PRJ-1012_SQ010_SH0010,PRJ-1012,SQ010,SQ010_SH0010,Roto/Paint,ART-030,2025-10-01,2025-10-03,2025-10-15,2025-10-22,2025-10-04,2025-10-23,Approved,Medium,Low-Medium,15.9,19.0,1,2,3,3,None,Editorial turnover changed after first pass
PRJ-1014_SQ010_SH0080,PRJ-1014,SQ010,SQ010_SH0080,Assets,ART-047,2026-06-10,2026-06-15,2026-06-30,,2026-06-22,,WIP,Critical,Medium,85.5,45.5,1,1,2,1,Client Plate,Additional cleanup discovered during review
PRJ-1008_SQ030_SH0100,PRJ-1008,SQ030,SQ030_SH0100,Compositing,ART-039,2025-08-18,2025-08-22,2025-09-02,2025-09-04,2025-08-26,2025-09-07,Approved,Critical,Medium,50.4,53.2,0,0,0,3,External Simulation,Dependent on upstream FX delivery
PRJ-1013_SQ050_SH0070,PRJ-1013,SQ050,SQ050_SH0070,Animation,ART-038,2026-04-06,2026-04-08,2026-04-20,2026-04-28,2026-04-12,2026-05-01,Approved,High,Low-Medium,46.7,53.8,1,1,2,1,None,
PRJ-1007_SQ020_SH0060,PRJ-1007,SQ020,SQ020_SH0060,Compositing,ART-059,2025-02-17,2025-02-22,2025-03-02,2025-03-05,2025-02-23,2025-03-06,Delivered,Medium,Low-Medium,20.4,19.0,0,0,0,3,None,Heavy grain matching required
PRJ-1002_SQ030_SH0070,PRJ-1002,SQ030,SQ030_SH0070,Compositing,ART-019,2024-08-31,2024-08-31,2024-09-10,2024-09-18,2024-09-02,2024-09-19,Delivered,Low,Low-Medium,29.2,32.1,1,1,2,2,Plate Prep,Client requested alternate color treatment
PRJ-1004_SQ040_SH0060,PRJ-1004,SQ040,SQ040_SH0060,Assets,ART-037,2024-10-11,2024-10-12,2024-10-21,2024-10-16,2024-10-17,2024-10-17,Final,Medium,Medium,57.4,65.6,1,0,1,0,None,Additional cleanup discovered during review
PRJ-1010_SQ060_SH0040,PRJ-1010,SQ060,SQ060_SH0040,Lighting,ART-052,2025-08-15,2025-08-19,2025-08-30,2025-09-04,2025-08-21,2025-09-06,Delivered,Medium,Low-Medium,"1,200",23.7,1,0,1,0,Plate Prep,
PRJ-1006_SQ020_SH0060,PRJ-1006,SQ020,SQ020_SH0060,Compositing,ART-020,2025-04-05,2025-04-06,2025-04-17,2025-04-23,2025-04-09,2025-04-23,Delivered,High,Medium,32.8,42.8,2,2,4,0,None,Dependent on upstream FX delivery
PRJ-1006_SQ010_SH0040,PRJ-1006,SQ010,SQ010_SH0040,FX,ART-034,2025-01-11,2025-01-15,2025-01-30,2025-02-11,2025-01-19,2025-02-11,Approved,High,Low-Medium,48.8,62.1,1,2,3,5,External Simulation,
PRJ-1001_SQ070_SH0090,PRJ-1001,SQ070,SQ070_SH0090,FX,ART-042,2024-07-16,2024-07-16,2024-08-03,2024-08-13,2024-07-22,2024-08-14,Delivered,High,Very High,69.1,95.4,2,1,3,0,None,Dependent on upstream FX delivery
PRJ-1004_SQ030_SH0020,PRJ-1004,SQ030,SQ030_SH0020,Roto/Paint,ART-012,2024-07-04,2024-07-05,2024-07-09,2024-07-08 00:00:00,2024-07-06,2024-07-09,Approved,High,Very High,20.9,22.7,2,1,3,0,Plate Prep,
PRJ-1004_SQ100_SH0020,PRJ-1004,SQ100,SQ100_SH0020,Compositing,ART-060,2024-07-24,2024-07-29,2024-08-06,2024-08-09,2024-07-30,2024-08-11,Approved,Medium,Low,22.1,18.7,1,0,1,0,None,Additional cleanup discovered during review
PRJ-1007_SQ040_SH0060,PRJ-1007,SQ040,SQ040_SH0060,Compositing,,2025-02-24,2025-03-01,2025-03-13,2025-03-21,2025-03-04,2025-03-24,Delivered,High,Medium,44.9,50.2,1,0,1,0,Client Plate,
PRJ-1011_SQ030_SH0020,PRJ-1011,SQ030,SQ030_SH0020,Matchmove,ART-050,2025-07-28,2025-07-29,2025-08-08,2025-08-06,2025-08-01,2025-08-07,Approved,Low,Very High,36.4,43.6,3,1,4,0,Plate Prep,
PRJ-1009_SQ070_SH0020,PRJ-1009,SQ070,SQ070_SH0020,Roto/Paint,ART-033,2025-04-29,2025-05-01,2025-05-08,2025-05-12,2025-05-02,2025-05-14,Delivered,Low,Medium,17.9,22.5,2,1,3,0,Plate Prep,
PRJ-1009_SQ010_SH0070,PRJ-1009,SQ010,SQ010_SH0070,Compositing,ART-060,2025-08-13,2025-08-18,2025-08-27,2025-08-31,2025-08-20,2025-09-02,Final,Medium,Low-Medium,24.0,21.1,0,0,0,0,None,Heavy grain matching required
PRJ-1012_SQ040_SH0050,PRJ-1012,SQ040,SQ040_SH0050,FX ,ART-056,2026-03-04,2026-03-08,2026-03-29,2026-03-29,2026-03-15,2026-03-29,Delivered,Medium,High,76.3,93.7,2,2,,0,Plate Prep,Client requested alternate color treatment
PRJ-1001_SQ040_SH0010,PRJ-1001,SQ040,SQ040_SH0010,FX,ART-058,2024-01-18,2024-01-21,2024-02-05,2024-02-06,2024-01-29,2024-02-07,Approved,High,Medium,90.5,80.0,1,0,1,0,Client Plate,
PRJ-1010_SQ020_SH0050,PRJ-1010,SQ020,SQ020_SH0050,Compositing,ART-019,2025-09-02,2025-09-06,2025-09-17,2025-09-25,2025-09-09,2025-09-28,Delivered,Medium,Low-Medium,34.6,31.4,1,1,2,0,None,Heavy grain matching required
PRJ-1015_SQ060_SH0110,PRJ-1015,SQ060,SQ060_SH0110,Matchmove,ART-017,2026-09-20,2026-09-22,2026-10-01,,,,WIP,High,Medium,22.5,18.6,3,1,4,0,3D Asset,
PRJ-1008_SQ070_SH0070,PRJ-1008,SQ070,SQ070_SH0070,Matchmove,ART-057,2025-06-22,2025-06-26,2025-07-06,2025-07-08,2025-06-29,2025-07-10,Delivered,High,Very High,35.0,42.1,2,0,2,0,None,Editorial turnover changed after first pass
PRJ-1011_SQ010_SH0100,PRJ-1011,SQ010,SQ010_SH0100,Assets,ART-037,2026-01-07,2026-01-12,2026-01-21,2026-01-25,2026-01-16,2026-01-25,Final,Critical,Low-Medium,46.1,43.6,0,1,1,2,Plate Prep,Editorial turnover changed after first pass
PRJ-1012_SQ080_SH0080,PRJ-1012,SQ080,SQ080_SH0080,Matchmove,ART-050,2026-07-01,,2026-07-11,,,,Not Started,Low,Low-Medium,18.9,14.7,3,0,3,0,None,Editorial turnover changed after first pass
PRJ-1004_SQ070_SH0060,PRJ-1004,SQ070,SQ070_SH0060,Matchmove,ART-050,2024-10-20,2024-10-25,2024-10-30,2024-11-03,2024-10-26,2024-11-06,Delivered,Medium,Low-Medium,16.8,18.7,3,0,3,0,None,Editorial turnover changed after first pass
PRJ-1010_SQ040_SH0050,PRJ-1010,SQ040,SQ040_SH0050,Compositing,ART-010,2025-09-14,2025-09-19,2025-09-27,2025-10-01,2025-09-22,2025-10-02,Delivered,Medium,Low-Medium,37.5,37.7,2,0,2,0,Client Plate,Client requested alternate color treatment
PRJ-1009_SQ070_SH0060,PRJ-1009,SQ070,SQ070_SH0060,Roto/Paint,ART-028,2025-08-09,2025-08-13,2025-08-16,2025-08-18,2025-08-14,2025-08-18,Approved,Medium,Medium,13.8,15.9,2,1,3,0,Client Plate,Heavy grain matching required
PRJ-1010_SQ040_SH0020,PRJ-1010,SQ040,SQ040_SH0020,Compositing,ART-060,2025-06-14,2025-06-14,2025-07-01,2025-07-06,2025-06-18,2025-07-06,Delivered,Critical,High,46.9,49.3,3,1,4,0,None,Client requested alternate color treatment
PRJ-1004_SQ030_SH0010,PRJ-1004,SQ030,SQ030_SH0010,Compositing,ART-046,2024-06-02,2024-06-04,2024-06-13,2024-06-21,2024-06-07,2024-06-24,Approved,High,Medium,38.3,43.3,1,2,3,2,Client Plate,
PRJ-1009_SQ070_SH0040,PRJ-1009,SQ070,SQ070_SH0040,Compositing,ART-019,2025-06-11,2025-06-14,2025-06-25,2025-07-06,2025-06-17,2025-07-09,Approved,Medium,Medium,32.1,42.4,4,2,6,1,External Simulation,Client requested alternate color treatment
PRJ-1005_SQ040_SH0040,PRJ-1005,SQ040,SQ040_SH0040,Assets,ART-037,2024-09-27,2024-10-01,2024-10-12,2024-10-18,2024-10-03,2024-10-20,Approved,Medium,Low,23.3,27.1,2,1,5,0,None,Dependent on upstream FX delivery
PRJ-1014_SQ060_SH0050,PRJ-1014,SQ060,SQ060_SH0050,Matte Painting,ART-051,2026-04-29,2026-04-30,2026-05-10,2026-05-22,2026-05-04,2026-05-25,Approved,High,Low-Medium,48.4,64.8,1,3,4,5,None,Heavy grain matching required
PRJ-1009_SQ070_SH0090,PRJ-1009,SQ070,SQ070_SH0090,Compositing,ART-060,2025-10-16,2025-10-19,2025-11-02,2025-11-11,2025-10-24,2025-11-11,Approved,Medium,Very High,58.5,78.0,3,3,6,0,None,
PRJ-1012_SQ020_SH0030,PRJ-1012,SQ020,SQ020_SH0030,Lighting,ART-052,2025-12-19,2025-12-21,2026-01-05,2026-01-12,2025-12-24,2026-01-14,Delivered,Medium,Medium,40.7,53.3,3,2,5,0,None,
PRJ-1010_SQ090_SH0020,PRJ-1010,SQ090,SQ090_SH0020,Matchmove,ART-017,2025-06-25,2025-06-27,2025-07-05,2025-07-11,2025-06-29,2025-07-12,Approved,High,Medium,24.4,27.8,2,2,4,1,None,Dependent on upstream FX delivery
PRJ-1010_SQ050_SH0060,PRJ-1010,SQ050,SQ050_SH0060,Matchmove,ART-045,2025-10-17,2025-10-22,2025-11-02,2025-11-06,2025-10-23,2025-11-07,Approved,Medium,Low-Medium,18.3,18.3,3,1,4,2,Plate Prep,
PRJ-1007_SQ050_SH0010,PRJ-1007,SQ050,SQ050_SH0010,Animation,ART-038,2025-01-14,2025-01-18,2025-01-31,2025-02-06,2025-01-24,2025-02-06,Delivered,High,High,74.8,102.0,2,2,4,3,None,
PRJ-1015_SQ020_SH0010,PRJ-1015,SQ020,SQ020_SH0010,Compositing,ART-015,2026-03-08,2026-03-08,2026-03-18,2026-03-30,2026-03-11,2026-04-02,APPROVED,Low,Medium,42.0,53.1,3,1,4,0,3D Asset,
PRJ-1005_SQ050_SH0100,PRJ-1005,SQ050,SQ050_SH0100,Compositing,ART-046,2024-12-23,2024-12-23,2025-01-05,2025-01-15,2024-12-28,2025-01-15,Final,Critical,Very High,53.8,74.1,2,2,4,2,External Simulation,Editorial turnover changed after first pass
PRJ-1015_SQ010_SH0030,PRJ-1015,SQ010,SQ010_SH0030,Matchmove,ART-031,2026-04-08,,2026-04-11,,,,Not Started,Critical,Low-Medium,11.6,3.6,2,0,2,2,3D Asset,Dependent on upstream FX delivery
PRJ-1013_SQ050_SH0030,PRJ-1013,SQ050,SQ050_SH0030,Compositing,ART-040,2026-02-17,2026-02-19,2026-02-26,2026-03-06,2026/02/21,2026-03-09,Approved,Critical,Medium,29.4,42.5,1,2,3,0,Client Plate,
PRJ-1009_SQ010_SH0010,PRJ-1009,SQ010,SQ010_SH0010,Compositing,ART-024,2025-03-15,2025-03-15,2025-03-28,2025-04-02,2025-03-18,2025-04-03,Final,Medium,Medium,42.4,44.7,1,1,2,1,External Simulation,Additional cleanup discovered during review
PRJ-1010_SQ030_SH0050,PRJ-1010,SQ030,SQ030_SH0050,Roto/Paint,ART-033,2025-09-04,2025-09-05,2025-09-15,2025-09-14,2025-09-06,2025-09-14,Final,Medium,Low-Medium,21.4,21.5,0,1,1,0,None,
PRJ-1002_SQ020_SH0030,PRJ-1002,SQ020,SQ020_SH0030,Matchmove,ART-057,2024-04-18,2024-04-19,2024-05-01,2024-05-10,2024-04-22,2024-05-13,Final,Medium,Very High,33.8,41.5,3,1,4,3,3D Asset,Heavy grain matching required
PRJ-1008_SQ030_SH0020,PRJ-1008,SQ030,SQ030_SH0020,Lighting,ART-023,2025-03-01,2025-03-03,2025-03-09,2025-03-18,2025-03-06,2025-03-21,Delivered,Medium,Medium,34.1,34.4,1,1,2,0,Client Plate,Additional cleanup discovered during review
PRJ-1013_SQ010_SH0040,PRJ-1013,SQ010,SQ010_SH0040,Compositing,ART-008,2026-02-21,2026-02-26,2026-03-10,2026-03-11,2026-03-01,2026-03-14,Delivered,Medium,Low-Medium,30.2,37.9,2,1,3,0,Plate Prep,
PRJ-1010_SQ060_SH0060,PRJ-1010,SQ060,SQ060_SH0060,Lighting,ART-032,2025-10-11,2025-10-16,2025-10-27,2025-11-03,2025-10-19,2025-11-04,Delivered,Medium,Low-Medium,36.7,34.0,3,0,-1,0,3D Asset,Editorial turnover changed after first pass
PRJ-1013_SQ010_SH0070,PRJ-1013,SQ010,SQ010_SH0070,Roto/Paint,ART-044,2026-04-01,2026-04-02,2026-04-07,2026-04-10,2026-04-03,2026-04-13,Delivered,Medium,Low-Medium,8.9,11.1,0,1,1,1,External Simulation,
PRJ-1009_SQ060_SH0110,PRJ-1009,SQ060,SQ060_SH0110,Matchmove,ART-017,2025-12-06,2025-12-10,2025-12-16,2025-12-19,2025-12-11,2025-12-22,Approved,High,Low,11.8,12.1,1,0,1,0,External Simulation,Client requested alternate color treatment
PRJ-1010_SQ040_SH0100,PRJ-1010,SQ040,SQ040_SH0100,Roto/Paint,ART-049,2026-02-04,2026-02-09,2024-01-01,2026-02-12,2026-02-10,2026-02-12,Delivered,Low,Medium,14.7,13.5,0,0,0,0,External Simulation,Additional cleanup discovered during review
PRJ-1009_SQ050_SH0080,PRJ-1009,SQ050,SQ050_SH0080,Compositing,ART-010,2025-09-09,2025-09-14,2025-09-27,2025-10-01,2025-09-17,2025-10-01,Approved,Critical,High,39.0,44.8,2,2,4,0,None,Client requested alternate color treatment
PRJ-1001_SQ030_SH0090,PRJ-1001,SQ030,SQ030_SH0090,Compositing,ART-010,2024-06-27,2024-07-01,2024-07-08,2024-07-09,2024-07-04,2024-07-12,Final,Medium,Medium,36.2,38.6,2,1,3,0,None,Dependent on upstream FX delivery
PRJ-1006_SQ070_SH0020,PRJ-1006,SQ070,SQ070_SH0020,FX,ART-003,2024-11-18,2024-11-22,2024-12-03,2024-11-28,2024-11-26,2024-11-30,Delivered,Medium,Low-Medium,47.2,41.6,1,2,3,0,None,Editorial turnover changed after first pass
PRJ-1004_SQ050_SH0010,PRJ-1004,SQ050,SQ050_SH0010,Compositing,ART-024,2024-06-16,2024-06-16,2024-06-28,2024-06-28,2024-06-18,2024-06-30,Delivered,Medium,Low-Medium,27.9,34.9,2,1,3,0,Client Plate,
PRJ-1014_SQ030_SH0070,PRJ-1014,SQ030,SQ030_SH0070,Matchmove,ART-057,2026-05-23,2026-05-25,2026-05-31,2026-05-31,2026-05-26,2026-06-01,Final,Medium,Low-Medium,19.9,16.3,0,0,0,0,None,
PRJ-1014_SQ020_SH0080,PRJ-1014,SQ020,SQ020_SH0080,Matchmove,ART-050,2026-06-05,2026-06-05,2026-06-10,,2026-06-07,,WIP,Medium,Medium,25.2,10.6,2,3,5,1,None,Client requested alternate color treatment
PRJ-1011_SQ010_SH0090,PRJ-1011,SQ010,SQ010_SH0090,Roto/Paint,ART-021,2025-12-26,2025-12-27,2026-01-07,2026-01-12,2025-12-28,2026-01-14,Approved,High,Medium,18.6,25.4,1,1,2,2,None,
PRJ-1015_SQ070_SH0070,PRJ-1015,SQ070,SQ070_SH0070,Animation,ART-041,2026-07-19,2026-07-21,2026-08-04,,,,WIP,High,Low-Medium,40.4,29.3,2,1,3,0,Plate Prep,Additional cleanup discovered during review
PRJ-1009_SQ020_SH0030,PRJ-1009,SQ020,SQ020_SH0030,Compositing,ART-040,2025-05-12,2025-05-14,2025-05-24,2025-05-29,2025-05-17,2025-05-30,Final,Medium,Medium,"1,200",52.5,2,0,2,0,Plate Prep,
PRJ-1011_SQ050_SH0070,PRJ-1011,SQ050,SQ050_SH0070,Roto/Paint,ART-021,2025-11-21,2025-11-25,2025-12-03,2025-12-17,2025-11-27,2025-12-20,Delivered,High,Medium,24.6,38.5,2,2,4,8,3D Asset,Client requested alternate color treatment
PRJ-1006_SQ080_SH0020,PRJ-1006,SQ080,SQ080_SH0020,FX,ART-013,2024-11-25,2024-11-26,2024-12-11,2024-12-12,2024-12-01,2024-12-15,Approved,High,Low-Medium,61.8,51.3,1,0,1,0,Client Plate,Additional cleanup discovered during review
PRJ-1013_SQ010_SH0030,PRJ-1013,SQ010,SQ010_SH0030,Compositing,ART-004,2026-02-02,2026-02-06,2026-02-19,2026-02-21,2026-02-09,2026-02-24,Final,Medium,Low-Medium,31.7,26.2,0,1,1,3,Plate Prep,Editorial turnover changed after first pass
PRJ-1006_SQ020_SH0080,PRJ-1006,SQ020,SQ020_SH0080,Compositing,ART-040,2025-06-15,2025-06-20,2025-07-02,2025-07-12,2025-06-24,2025-07-15,Delivered,Low,High,50.4,83.5,2,1,3,0,None,Dependent on upstream FX delivery
PRJ-1010_SQ010_SH0080,PRJ-1010,SQ010,SQ010_SH0080,Compositing,ART-060,2025-11-26,2025-11-26,2025-12-11,2025-12-18,2025-11-29,2025-12-19,Delivered,Medium,Low-Medium,34.1,37.3,1,2,5,0,None,
PRJ-1013_SQ020_SH0040,PRJ-1013,SQ020,SQ020_SH0040,FX,ART-013,2026-02-15,2026-02-19,2026-03-06,2026-03-20,2026-02-26,2026-03-21,Delivered,Medium,Very High,82.6,79.1,2,0,2,5,3D Asset,
PRJ-1001_SQ030_SH0030,PRJ-1001,SQ030,SQ030_SH0030,Compositing,ART-024,2024-02-29,2024-03-04,2024-03-12,2024-03-14,2024-03-07,2024-03-14,Delivered,Critical,Medium,-6,49.5,1,2,3,1,None,Editorial turnover changed after first pass
PRJ-1003_SQ010_SH0020,PRJ-1003,SQ010,SQ010_SH0020,Roto/Paint,ART-049,2024-04-12,2024-04-17,2024-04-28,2024-05-01,2024-04-18,2024-05-01,Delivered,High,Medium,19.8,20.6,1,0,1,0,None,Heavy grain matching required
PRJ-1014_SQ020_SH0120,PRJ-1014,SQ020,SQ020_SH0120,Assets,ART-001,2026-08-24,2026-08-27,2026-09-07,,,,WIP,Medium,Low-Medium,56.8,21.7,1,0,1,1,None,Dependent on upstream FX delivery
PRJ-1012_SQ010_SH0040,PRJ-1012,SQ010,SQ010_SH0040,Compositing,ART-025,2026-01-14,2026-01-16,2026-01-27,2026-02-03,2026-01-19,2026-02-03,Approved,Critical,Medium,42.9,42.3,1,1,2,0,Plate Prep,
PRJ-1005_SQ010_SH0090,PRJ-1005,SQ010,SQ010_SH0090,Roto/Paint,ART-012,2024-12-03,2024-12-03,2024-12-12,2024-12-19,2024-12-05,2024-12-19,Approved,Medium,Very High,23.2,25.6,2,1,3,3,None,
PRJ-1015_SQ030_SH0020,PRJ-1015,SQ030,SQ030_SH0020,Roto/Paint,ART-030,2026-03-27,,2026-04-06,,,,Not Started,High,Medium,17.6,19.6,4,1,5,0,Plate Prep,Heavy grain matching required
PRJ-1006_SQ110_SH0040,PRJ-1006,SQ110,SQ110_SH0040,Compositing,ART-015,2025-02-13,2025-02-15,2025-02-28,2025-03-10,2025-02-18,2025-03-12,Approved,Critical,Low-Medium,31.5,34.9,1,2,3,0,External Simulation,
PRJ-1006_SQ030_SH0030,PRJ-1006,SQ030,SQ030_SH0030,Compositing,ART-060,2024-12-25,2024-12-28,2025-01-11,2025-01-17,2025-01-01,2025-01-20,Delivered,High,High,48.9,18h,3,2,5,0,None,
PRJ-1008_SQ060_SH0080,PRJ-1008,SQ060,SQ060_SH0080,FX,ART-011,2025-07-19,2025-07-23,2025-08-07,2025-08-14,2025-07-27,2025-08-16,Approved,Medium,Medium,46.7,35.0,1,0,1,0,None,
PRJ-1008_SQ080_SH0070,PRJ-1008,SQ080,SQ080_SH0070,Assets,ART-005,2025-07-01,2025-07-04,2025-07-18,2025-07-21,2025-07-11,2025-07-24,Delivered,High,Medium,75.5,101.6,3,0,3,0,None,Dependent on upstream FX delivery
PRJ-1004_SQ020_SH0030,PRJ-1004,SQ020,SQ020_SH0030,FX,ART-034,2024-07-29 00:00:00,2024-08-03,2024-08-15,2024-08-28,2024-08-07,2024-08-31,Approved,Medium,Low-Medium,49.1,62.3,1,0,1,0,Plate Prep,
PRJ-1003_SQ010_SH0040,PRJ-1003,SQ010,SQ010_SH0040,Matte Painting,ART-055,2024-05-03,2024-05-05,2024-05-19,2024-05-28,2024-05-10,2024-05-30,Delivered,Medium,Medium,54.2,75.8,2,3,5,2,Client Plate,
PRJ-1012_SQ060_SH0040,PRJ-1012,SQ060,SQ060_SH0040,Compositing,ART-009,2026-01-26,2026-01-30,2026-02-11,2026-02-19,2026-02-04,2026-02-19,Approved,High,High,N/A,91.8,5,2,7,1,3D Asset,Editorial turnover changed after first pass
PRJ-1002_SQ020_SH0020,PRJ-1002,SQ020,SQ020_SH0020,Assets,ART-047,2024-03-07,2024-03-08,2024-03-22,2024-03-22,2024-03-13,2024-03-23,Delivered,High,Medium,66.8,78.8,3,2,5,0,None,
PRJ-1006_SQ120_SH0060,PRJ-1006,SQ120,SQ120_SH0060,Roto/Paint,ART-030,2025-04-28,2025-04-28,2025-05-06,2025-05-15,2025-04-29,2025-05-16,Approved,Critical,Low,8.9,8.8,2,0,2,3,None,
PRJ-1004_SQ020_SH0090,PRJ-1004,SQ020,SQ020_SH0090,FX,ART-042,2024-12-23,2024-12-26,2025-01-09,2025-01-14,2024-12-31,2025-01-15,Delivered,High,Medium,64.7,72.8,1,0,1,0,Plate Prep,
PRJ-1003_SQ040_SH0070,PRJ-1003,SQ040,SQ040_SH0070,Animation,ART-038,2024-05-26,2024-05-29,2024-06-12,2024-06-21,2024-06-03,2024-06-22,Final,Medium,Medium,65.9,79.7,2,1,3,0,None,
PRJ-1005_SQ040_SH0120,PRJ-1005,SQ040,SQ040_SH0120,Compositing,ART-024,2025-01-09,2025-01-10,2025-01-22,2025-01-23,2025-01-13,2025-01-23,Delivered,High,High,42.2,50.8,2,0,2,0,None,
PRJ-1012_SQ090_SH0020,PRJ-1012,SQ090,SQ090_SH0020,FX,ART-056,2025-12-04,2025-12-08,2025-12-22,,2025-12-11,,WIP,High,Low-Medium,35.9,12.1,1,1,2,0,None,
PRJ-1002_SQ100_SH0050,PRJ-1002,SQ100,SQ100_SH0050,Roto/Paint,ART-033,2024-07-15,2024-07-16,2024-07-28,2024-07-31,,2024-08-02,Approved,High,Medium,13.9,12.6,1,1,2,3,None,
PRJ-1013_SQ050_SH0060,PRJ-1013,SQ050,SQ050_SH0060,Animation,ART-038,2026-03-19,2026-03-24,2026-04-06,2026-04-07,2026-03-30,2026-04-08,Approved,High,Very High,70.2,64.0,1,0,1,0,None,Heavy grain matching required
PRJ-1008_SQ070_SH0080,PRJ-1008,SQ070,SQ070_SH0080,FX,ART-048,2025-07-28,2025-08-02,2025-08-21,2025-08-29,2025-08-10,2025-08-31,Approved,,High,94.7,97.7,2,1,3,2,Client Plate,
PRJ-1010_SQ030_SH0070,PRJ-1010,SQ030,SQ030_SH0070,Roto/Paint,ART-049,2025-11-08,2025-11-12,2025-11-18,2025-11-15,2025-11-13,2025-11-15,Delivered,Medium,Medium,18.2,15.9,0,0,0,0,None,
